lang,text
deu,"Wahrzeichen des Leuner Stadtteils ist das Brunnenhaus des staatlich anerkannten Gertrudisbrunnen, der ein Geotop des Nationalen Geoparks Westerwald-Lahn-Taunus ist."
deu,"Am 5. Oktober 1910 wurde die Abkürzung von Hanfertal nach Sigmaringen Landesbahnhof fertiggestellt. Und am 24. Dezember 1912 war die letzte Lücke zwischen Stetten und Hechingen geschlossen und damit eine durchgehende Strecke von Eyach über Hechingen–Gammertingen–Hanfertal bis Sigmaringendorf von 86 Kilometer Länge geschaffen worden. Mit den Abzweigungen nach Kleinengstingen (20 Kilometer) und nach Sigmaringen (zwei Kilometer) umfasste das HzL-Netz eine Gesamtlänge von fast 107,4 Kilometer, wovon 15 Kilometer Strecken in Württemberg lagen."
ita,"L'Eliea subì un'importante riforma nel 462/461 a.C. per iniziativa di Pericle e dell'altro leader radicale, Efialte. La riforma, ideata al fine di indebolire la fazioni aristocratica, ridimensionò ulteriormente i poteri dell'Areopago affidando al tribunale popolare il controllo delle leggi, dell'operato dei magistrati e la giurisdizione sui reati contro lo stato."
pol,"Różne sieci IM, a konkretniej różne protokoły, mają w różny sposób rozwiązane kwestie nawiązywania połączeń czy przekazywania informacji o stanie. Większość z nich ma jeden serwer centralny (czasem złożony fizycznie z kilku maszyn), z którym łączy się klient zaraz po połączeniu, przesyłając dane identyfikacyjne, a także informacje o statusie (patrz niżej). Informacja o stanie jest przekazywana do wszystkich zainteresowanych nią użytkowników danej sieci."
spa,"Las tasas de divorcio han aumentado en Europa y Estados Unidos, con el aumento de las tasas de matrimonio autónomas. Las tasas de divorcio más bajas del mundo son en culturas con altas tasas de matrimonios arreglados, como la cultura Amish de Estados Unidos (1%),[119]​ los hindúes de la India (3%),[110]​ y los Judíos Ultra-ortodoxos de Israel ( 7%).[120]​ Por el contrario, más del 50% de los matrimonios autónomos en muchas partes de Europa y Estados Unidos terminan en divorcio.[121]​[122]​ Esto ha llevado a preguntarse si los matrimonios arreglados son más estables que los matrimonios autónomos, y si importa esta estabilidad. Otros sugieren que las bajas tasas de divorcio pueden no reflejar la estabilidad, y que pueden reflejar la dificultad en el proceso de divorcio y el ostracismo social de los individuos, que eligen vivir en un matrimonio disfuncional en vez de afrontar las consecuencias de un divorcio.[110]​"
deu,"Im Kirchdorf fließen der Lerchenbach (links) und der Feldgraben (rechts) zum Kanzelbach zusammen, der ein rechter Zufluss der Bibert ist. Im Südosten erhebt sich der Ritterbuck, ca. 0,5 km östlich liegt der Dennenweiher und das Bayreuther Holz."
pol,"Kongres międzynarodowy w Nowym Orleanie na Mercedes-Benz Superdome odbył się w dniach od 13 do 16 czerwca. Uczestniczyło w nim ponad 33 tysiące osób z 5 stanów i 2500 delegatów z 18 krajów, m.in. z Belgii, Słowenii, Francji, Holandii, Austrii, Kazachstanu, Polski, Kongo, Haiti, Beninu, Mauritiusa, Peru, Meksyku."
ita,"La ""Normale"" aveva una potenza pari ad 8 CV e viaggiava alla ragguardevole velocità per una motocicletta dell'epoca di 80 km/h. Già questo primo modello portava qualcosa di nuovo nel panorama motociclistico (le caratteristiche di avanguardia non hanno mai lasciato la Moto Guzzi in tutta la sua storia) essendo stata la prima moto della storia dotata di cavalletto centrale."
ita,"Il ""Museo Guggenheim"" è ospitato in un edificio progettato dal famoso architetto Frank Lloyd Wright ed ha una forma che ricorda il guscio di una lumaca. È l'unico edificio Lloyd Wright a New York, è stato inaugurato nel 1959 e espone una collezione di pittura e scultura contemporanea, inclusi lavori di Wassily Kandinsky, Pablo Picasso e Paul Klee."
spa,"Otra costumbre en ciertas naciones islámicas,[86]​[87]​ como Pakistán, es el watta satta, donde un par de hermanos (niño y niña) de una misma familia se intercambian como futuros cónyuges de un par de hermanos de otra familia. En otras palabras, la mujer es también la hermana política para los hombres en dos familias. Esta costumbre lleva inherente la forma del matrimonio arreglado. Alrededor del 30% de todos los matrimonios en las regiones rurales del oeste de Pakistán son matrimonios por encargo watta-satta, y el 75% de estos matrimonios musulmanes son entre primos y otros parientes de sangre.[88]​[89]​[90]​ Algunas familias inmigrantes prefieren la práctica habitual de matrimonio arreglado.[91]​"
spa,"Una tarjeta de fidelidad posibilita el acceso a beneficios especialmente diseñados para los titulares, que pueden gozar sin coste alguno de los beneficios que otorgan a sus socios los establecimientos afiliados (restaurantes, discotecas, hoteles, agencia de viajes, tiendas, cines...) que participan en el programa."
pol,"Maria trzyma dzieciątko na lewym ręku, w prawej ręce zaś wznosi gałązkę winorośli. Na wyciągniętej dłoni małego Jezusa widać owoc winorośli. Po obydwu stronach rzeźby znajdują się figury patronów kościoła, dzieła dłuta Johanna Baptisty Strauba, figura św. Mikołaja po lewej stronie oraz św. Elżbiety po stronie prawej. Szczyt ołtarza zdobi figura Boga Ojca wyrzeźbiona przez Franza Xavera Schmädla."
deu,"Die steigende Zahl philatelistischer Vereine führte zu zahlreichen Zusammenschlüssen. In Deutschland ist dies heute der Bund Deutscher Philatelisten, in Österreich der Verband Österreichischer Philatelistenvereine und in der Schweiz der Verband Schweizerischer Philatelistenvereine."
ita,"Il 30 ottobre 2007, durante una visita di Stato nel Regno Unito, il sovrano è stato accusato dai manifestanti di essere un ""assassino"" e un ""torturatore"". Preoccupazioni sono state sollevate nel Regno Unito circa il trattamento delle donne e degli omosessuali da parte del regno saudita e su presunte tangenti che coinvolgono il commercio di armi tra l'Arabia Saudita e il Regno Unito.Essendo all'interno del paese vietata la critica aperta al sovrano, le contestazioni erano rivolte soprattutto a Khaled al-Tuwayjiri, Segretario Generale della Corte Reale ed eminenza grigia del regime. Egli divenne ben presto uno degli uomini più odiati del paese."
nld,"De acteurs die het langste meegingen en in de meeste afleveringen voorkwamen als niet-Rangerpersonages, waren Paul Schrier en Jason Narvy, in hun rollen als Bulk en Skull. Ze waren samen in totaal 6 jaar in de serie te zien in zo'n 250 tot 300 afleveringen en beide films. Jason Narvy hield er na seizoen 6 (1998) mee op (hoewel hij nog een kleine verschijning van een paar seconden had in de eerste aflevering van Lost Galaxy), maar Paul Schrier deed ook mee in seizoen 7 (1999). Verder kwamen ze beiden nog eens terug voor de speciale reünie-aflevering Forever Red, in seizoen 10 (2002)."
por,(em inglês) World Conservation Monitoring Centre 1998. Gilbertiodendron klainei. 2006 IUCN Red List of Threatened Species. Dados de 10 de Julho de 2007.
nld,"Stevens, Wallace. (Liebentrau (vert.), H.G.) Adagia. [Deventer, (Paul Snijders, 1986. Vouwblad in omslag. Met de hand gezet en gedrukt door Paul Snijders in blauw, geel en zwart in een oplage van 27 exemplaren.]"
por,"A lista também relaciona a população que trabalha ou estuda em outro município dentro da mesma concentração urbana e o respectivo índice de integração interna, que é obtido pela divisão da soma de pessoas que se deslocam entre dois municípios pelo total de pessoas que trabalham e estudam em um destes. Segundo o IBGE, o valor acima de 0,25 é considerado muito alto, sendo que apenas Vitória atinge esse patamar, cujo índice é de 0,26. Cabe ressaltar, no entanto, que as concentrações urbanas de Manaus e Campo Grande são municípios isolados, pois não formam arranjo populacional."
eng,"Gary Richard Williams (January 24, 1942 – March 16, 2008) was an American professional wrestling manager, as well as a professional wrestler in his early career, best known by his ring name Gary Hart. Hart was one of the pivotal driving forces behind what is considered to be World Class Championship Wrestling's ""golden years"" in the early 1980s."
ita,"3 Gündüz, 4 Granit, 5 Seldüz, 6 Demir, 7 Uras, 8 Sevin, 9 Gülçelik, 10 Barokas, 11 Partener, 12 Göreç, 13 Yalım, 14 Diyarbakırlı, All. Samim GöreçFIBA EuroBasket 1955"
spa,"Anthony Edward ""Tony"" Visconti (24 de abril de 1944) es un productor discográfico y músico estadounidense. Desde finales de los años 1960, ha trabajado con una gran cantidad de bandas y artistas, entre los que destaca el músico británico David Bowie y la agrupación T. Rex.[1]​"
nld,Het dier behoort tot het geslacht Calilena. De wetenschappelijke naam van de soort werd voor het eerst geldig gepubliceerd in 1936 door Willis J. Gertsch.
nld,De Raad van State geeft U in overweging het voorstel van wet aan de Tweede Kamer der Staten-Generaal te zenden nadat met zijn advies rekening zal zijn gehouden.
pol,"Parafia pod wezwaniem św. Wojciecha powstała prawdopodobnie w XV w., choć pierwsza wzmianka na jego temat pochodzi dopiero z roku 1506. Z wizytacji odbytej w 1609 r. wiadomo, że kościół był drewniany. W połowie XVII w. zastąpiono go nowym, także drewnianym. Ówczesna świątynia wyposażona była w dwa ołtarze: św. Wojciecha i św. Antoniego. Remontowano ją w latach 1790 i 1858."
fra,"Il fut diplômé de Harvard Divinity School en 1892. Il officia comme ministre du culte unitarien à Burlington (Vermont) puis à Taunton (Massachusetts), à Winchester (Massachusetts) et à Portland (Maine)."
nld,"Na de oorlog werd zijn huwelijk met Irma Baulsir ontbonden. In juli 1948 hertrouwde hij met Jean Emert Duncan uit Knoxville, Tennessee, en adopteerde Caroline, dochter uit haar eerdere huwelijk. Samen kregen ze nog drie dochters, Patricia Cincotta, Marjorie Aileen Lewis en Chloe Beatty. Hij had een huis in Barnstable, Massachusetts en in Winter Park, Florida."
deu,"Für den Bau der Bahnstrecke von Annaberg nach Weipert wurde der seit 1844 nicht mehr genutzte Annaberger Floßgraben verfüllt und auf ihm Gleise verlegt. Kühberg erhielt an der im Jahr 1872 eröffneten Strecke erst am 15. Dezember 1896 einen eigenen Haltepunkt im Ortszentrum.Im Jahr 1884 wurde in Kühberg eine Freiwillige Feuerwehr gegründet, die durch Gemeindebeschluss im Jahr 1894 wieder aufgelöst wurde. Ab 1895 existierte in Kühberg einer von drei Löschzügen der Pflichtfeuerwehr von Bärenstein. Daneben wurde im Jahr 1911 die Freiwillige Feuerwehr Kühberg wiedergegründet. Nachdem die Bärensteiner Pflichtfeuerwehr im Jahr 1925 aufgelöst wurde, erfolgte im Jahr 1936 der Zusammenschluss der Freiwilligen Feuerwehren von Mittelbärenstein, Kühberg und Stahlberg zur Freiwilligen Feuerwehr Bärenstein. Bereits ein Jahr zuvor erhielt Kühberg ein neues Spritzenhaus. In den Jahren 1901/02 entstand die Straße von Königswalde nach Kühberg im Tal des Pöhlbachs.Mit der Eingliederung des Sudetenlands in das Deutsche Reich entfiel im Oktober 1938 die Staatsgrenze nach Weipert. In Auswirkung des Zweiten Weltkriegs wurde im Jahr 1945 der Fußgängerübergang über die „Böhmische Brücke“ zwischen Kühberg und dem Blechhammer in dem zu Weipert (nach 1945 in Vejprty umbenannt) gehörigen Ortsteil Grund geschlossen. Nach 1945 erfolgte der Abriss des Ortsteils Grund samt den Ruinen des 1945/46 abgebrannten Blechhammers auf tschechischer Seite.Durch die zweite Kreisreform in der DDR kam Kühberg als Teil der Gemeinde Bärenstein im Jahr 1952 zum Kreis Annaberg im Bezirk Chemnitz (1953 in Bezirk Karl-Marx-Stadt umbenannt), der ab 1990 als sächsischer Landkreis Annaberg fortgeführt wurde und 2008 im Erzgebirgskreis aufging. Nach der politischen Wende wurde der Straßen- und Schienen-Grenzübergang von Bärenstein ins benachbarte tschechische Vejprty wieder geöffnet. Der Grenzübergang im unteren Ortsteil von Kühberg blieb jedoch geschlossen. In der Gegenwart existiert lediglich ein grenzüberschreitender Fußweg über den Pöhlbach zur „Anton-Günther-Ruh“ in der verschwundenen Siedlung Grund. Der Haltepunkt Kühberg an der Bahnstrecke Vejprty–Annaberg-Buchholz unt Bf wurde aufgrund der geringen Frequentierung am 27. September 1998 aufgelassen. Der durch den Ort führende Streckenabschnitt wird seit dem 1. Mai 2016 nur noch als befristetes touristisches Angebot in den Sommermonaten befahren. Am 1. Dezember 2008 wurde Kühberg der Status als Gemeindeteil aberkannt."
por,"David P. Farrington é um psicólogo e criminologista britânico. Ele é professor de Psicologia Criminológica no Departamento de Criminologia na Universidade de Cambridge na Inglaterra e professor adjunto da Universidade de Pitsburgo no Estados Unidos. É amplamente conhecido por seu trabalho realizado no Estudo de Cambridge sobre Desenvolvimento da Delinquência (Cambridge Study in Delinquent Development - CSDD) na qual criou a teoria criminológica do ""curso de vida"" (life cycle theories), que faz parte de um modelo integrado chamado de Teoria de Farrington."
ita,"Queens ospita l'US Open, uno dei quattro tornei annuali del Grande Slam.; è lo stadio da tennis più grande del mondo. Qui si affrontano grandi giocatori come Djokovic, Murray, Federer, Wawrinka, Nishikori e moltissimi altri. La Maratona di New York è una delle più grandi del mondo, e nel periodo 2004-2006, faceva parte delle prime tre maratone con il maggior numero di partecipanti, 37.866 atleti al traguardo nel 2006. La boxe è riveste un ruolo importante nella scena sportiva della città, con eventi come il dilettante guantoni da boxe d'oro detenuti al Madison Square Garden di ogni anno.Molti sport sono associati con le comunità di immigrati di New York. Lo Stickball, una versione stradale del baseball, è stato reso popolare da alcuni giovani nel 1930. Una strada nel Bronx è stata rinominata Stickball Blvd, come tributo allo sport strada più famoso di New York."
spa,"1897: El 14 de mayo, la institutriz Marie-Cécile Roche crea de acuerdo con el alcalde un colegio privado para niñas en la aldea de Barnas. El 31 de agosto la apertura de una escuela privada de niños de primaria en el pueblo, y un curso para adultos."
deu,"Mombach besitzt eine evangelische sowie eine katholische Kirchengemeinde mit den zwei liturgischen Zentren St. Nikolaus und Herz Jesu. Innerhalb des seit 2004 initiierten Erneuerungsprozesses des Bistums Mainz mit dem Motto „Lebendige Gemeinden in erneuerten pastoralen Einheiten“ war Mombach die erste Gemeinde, die durch Fusion diesen Prozess vorgelebt hat. In der weiteren Folge wurde das Gemeindezentrum Heilig Geist 2014 an eine koptische Gemeinde übergeben. Die neue Gemeinde trägt den Namen St. Kyrillos. Regelmäßig wird in der Herz-Jesu Kirche eine Heilige Messe in italienischer Sprache, sowie ein chaldäischer Gottesdienst gefeiert. Die marokkanische Bevölkerung baute sich 2006 ein neues Vereinsheim mit Gebetsraum. Die zahlenmäßig stark ansteigende muslimische Bevölkerung findet einen geistigen Treffpunkt in der Masjid At-Tauba Moschee. Der Verein „Die Basis e. V. – Gemeinde für diese Generation“ hat seine Kirche auf dem Gelände der ehemaligen Waggonfabrik eingerichtet. Die Assyrische Kirche des Ostens feiert regelmäßig Gottesdienste in der Herz-Jesu Kirche. Die Koptische Orthodoxe Kirche Mainz feierte 2014 erstmals ihre Osterliturgie im Gemeindezentrum Heilig-Geist."
pol,27 – Kazimierz – Sosnowiec – Pogoń Akademiki (od 18:00 do 6:00 większość kursów do przyst. Będzin osiedle Zamkowe Pętla; 16 VIII 2011 przywrócono część kursów w soboty do Dąbrowy Górniczej – Urząd Pracy lub na os. Zamkowe)
por,"Depois de conquistar uma vitória por nocaute técnico sobre Jess Liaudin, Daley lutou pelo Título Meio Médio do Cage Warriors contra Abdul Mohamed. A luta terminou em um empate após cinco rounds. Daley em seguida enfrentou o veterano Paul Jenkins no Cage Rage 11 pelo Título Meio Médio Britânico do Cage Rage, uma revanche da luta deles no Cage Warriors 8 na qual terminou com vitória por nocaute de Daley. Os dois empataram."
deu,"Conservenfabrik von W. NägeliDurch die beginnende Industrialisierung dominierten im 19. Jahrhundert vor allem die Waggonfabrik und das benachbarte Schott Werk die Wirtschaft in Mombach. Der Standort Waggonfabrik hat eine wechselhafte Geschichte hinter sich: Das Gelände diente zunächst als Fabrik für Chaissen (Fa. Gebrüder Gastell), dann als Waggon-Werk (Fa. Westwaggon), als Sonderfahrzeug- und Omnibus Werk (Fa. Magirus-Deutz; später Fa. Iveco) und schließlich bis Anfang der 1990er Jahre als Panzerwerk (Fa. MIP Mainz Industries Panzerwerke). Nach dem Scheitern des Konversionsprojektes wurde das Gelände an die TRIWO, dann an Beos verkauft. Die auf dem Gelände befindliche Phoenix Halle (heute Halle 45) dient als Veranstaltungsort für Konzerte und andere Künstler."
deu,"Die Ems fließt entlang der Nordwest-, West- und Südwestflanke des Emser Bergs und dabei durch Sand und Merxhausen. Etwa 2,5 km südlich des Gipfels und 250 m nördlich der ehemaligen Weißenthalsmühle, nimmt sie die von Osten herankommende Wiehoff auf, die zuvor zwischen dem Emser Berg und dem Niedensteiner Kopf durch die Niedensteiner Kernstadt und dann durch Wichdorf geflossen ist."
deu,In der Kirche steht die älteste erhaltene Orgel in Ostpreußen. Sie ist zudem die einzige mit noch wesentlichen originalen Teilen erhaltene dreimanualige Orgel des 17. Jahrhunderts im ehemaligen Nordostdeutschland. Sie verfügt noch über den originalen Barockklang.
eng,Major-General Lancelot Edgar Connop Mervyn Perowne CBE (11 June 1902 – 24 March 1982) was a British Army officer who commanded 17th Gurkha Division.
por,"Farrington, D. P. (1989c) Long-term prediction of offending and other life outcomes. In Wegener, H., Losel, F. and Haisch, J. (Eds.) Criminal Behaviour and the Justice System: Psychological Perspectives. New York: Springer-Verlag (pp. 26-39)."
fra,"Quelques jours après le référendum du 8 avril 1962 approuvant les accords d'Évian, le général de Gaulle le remplace par Georges Pompidou. Lors de son passage à Matignon, l'investissement a augmenté d'environ 10 % par an, la production industrielle de 6 %, la dette intérieure et extérieure a diminué, etc."
deu,"Die Eishalle der Sportkomplexes ist die Heimat des „Jubilejny-Sportklubs“, eines bekannten Trainingszentrums für Eiskunstlauf. Alexei Mischin, Igor Moskwin und Tamara Moskwina arbeiteten dort als Trainer folgender Sportler (Auswahl):"
fra,"En 1926, elle publie à Paris La main d’Allah aux éditions Bossard et en 1929 à Beyrouth Fredons, livre de dialogue pour le rapprochement islamo-chrétien."
spa,"Charlie, al ser atacado por un gigante robot, queda inconsciente por un largo rato. Una vez que despierta, él se entera de que los Maxes, van tras la búsqueda de los chicos, por lo que él, les pide que huyan hacia Ciudad Cristal. Antes de partir, Charlie entrega una cerradura (pieza clave en la familia Eon) a Marty."
ita,"Nativo di San Pietroburgo, allo scoppio della Rivoluzione d'Ottobre nel 1917, egli fece ritorno con i genitori in Gran Bretagna, a Brighton, dove studiò con suo fratello, il futuro attore Tom Conway, presso l'istituto privato maschile Brighton College."
spa,"Vande Winkel, Roel: The Auxiliary Cruiser Thor's Death and Transfiguration. A Case Study in Nazi Wartime Newsreel Propaganda. In: Historical Journal of Film, Radio and Television, Jg. 23, 2003, Nº 3, pp. 211–229."
spa,"Después de la fundación del MR-13 en febrero de 1962, pasa un año y se crean las Fuerzas Armadas Rebeldes (FAR) en un pequeño restaurante chino de tradición en la Ciudad de Guatemala: el 7 de febrero de 1963, año que comenzó en caos con movimientos reivindicativos y con huelgas de trabajadores de correos y de la salud, se reunieron en el restaurante Fu Lu L Sho en la 6a. avenida y 12 calle de la zona 1, a escasas seis cuadras del Palacio Nacional, Yon Sosa, Turcios Lima, y los civiles Bernardo Alvarado Monzón, Mario Silva Jonama, Joaquín Noval y Bernardo Lemus. Acordaron dar a conocer públicamente la creación de las FAR, integrando la representación del Movimiento Trece de Noviembre, el Partido Guatemalteco del Trabajo y el Movimiento 12 de abril, nombrando como jefe militar de la organización al comandante Yon Sosa.[7]​[2]​"
eng,The botija (botijuela; bunga) is a Caribbean musical instrument of the aerophone type. The botija is a potbellied earthenware jug or jar with two openings and was used in the early son sextetos in Cuba as a bass instrument.
deu,"Karl Heinrich von Lang; Heinrich Christoph Büttner; Julius W. Schulz: Landgericht Ansbach. In: Historische und statistische Beschreibung des Rezatkreises. Nr. 1. Johann Lorenz Schmidmer, Nürnberg 1809, S. 18 (Digitalisat)."
por,"Guiry, M.D. (2009). Mesophyllum schenckii Howe, 1934. In: Guiry, M.D. & Guiry, G.M. (2009). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway."
spa,"La mayor presa del Thor fue el barco fábrica ballenero noruego Kosmos. Era el segundo mayor barco en la flota comercial noruega, y navegaba hacia las Indias Orientales con un cargamento de aceite de ballena, cuando el Thor lo detuvo el 24 de septiembre de 1940 cerca del Ecuador. A pesar de la valiosa carga, el comandante alemán mandó hundir el barco, porque no veía ninguna posibilidad de llevar el barco a zona controlada por los alemanes. Además, por haber permanecido inactivo durante largo tiempo durante la temporada de caza de 1939 a 1940, el Kosmos tenía mucha vegetación adherida y daba escasa velocidad. La tripulación fue subida a bordo y posteriormente transferida al Río Grande, que llevó a Francia los 364 prisioneros."
pol,"1573 – założenie przez jezuitów akademii, która później przekształciła się w uniwersytet (jednym z wykładowców był polski duchowny, kanonik ołomuniecki Jan Iwicki z Iwiczny, zwolennik kontrreformacji)."
por,"No ano seguinte, o cônsul Caio Petélio (com o cognome ""Balbo"" segundo Lívio e ""Libo Visolo"" segundo as demais fontes) liderou um exército contra Tibur. Porém, os gauleses voltaram da Campânia e, sob a liderança dos tiburinos, os territórios de Lábico, Túsculo e Alba foram atacados. Para responder aos ataques, os romanos nomearam Quinto Servílio Aala como ditador, que escolheu Tito Quíncio Peno como seu mestre da cavalaria. Ele derrotou os gauleses numa batalha perto da Porta Colina e eles fugiram para Tibur, mas foram interceptados por Petélio. Os tiburinos atacaram a partir da cidade para tentar ajudar seus aliados e todos acabaram recuando para dentro da muralha. O ditador elogiou o cônsul e renunciou ao cargo. Petélio celebrou um duplo triunfo, sobre tiburinos e gauleses, mas os tiburinos zombaram da conquista dos romanos. Os Fastos Triunfais relatam que Caio Petélio Libo Visolo, cônsul, celebrou este duplo triunfo em 29 de julho de 360 a.C.. Segundo Lívio, no ano seguinte, os tiburinos marcharam contra Roma e os romanos, num primeiro momento, ficaram alarmados. Contudo, no dia seguinte, avaliando a força relativamente pequena dos atacantes, os cônsules Marco Popílio Lenas e Cneu Mânlio Capitolino Imperioso atacaram a partir de dois portões diferentes e os tiburinos foram aniquilados."
eng,"The pair's mission was: ""to organize the world’s information and make it universally accessible and useful."" With a US$1-million loan from friends and family, the inaugural team eventually moved into a Mountain View office by the start of 2000. In 1999, Page experimented with smaller sized server units so that Google could fit more into each square meter of the third-party warehouses that the company rented to store their servers, which eventually led to a search engine that ran much faster than Google's competitors at the time."
nld,De B6 begint weer in bet oosten van Bremen waar zij in Aansluiting Bremen-Überseestadt afsplitst van de A27. De weg loopt ten zuiden van het centrum van Bremen langs en sluit bij Aansluiting Bremen-Neustadt in een trompetknooppunt aan op de A281 de stadssnelweg van Bremen.
fra,"Le classement du championnat de France permet de déterminer les clubs admis à participer à la Coupe d'Europe de rugby à XV et au Challenge européen de rugby à XV. Les six ou sept clubs français les mieux classés au championnat de France participent à la Coupe d'Europe, les autres équipes de l’élite disputent le Challenge européen."
deu,"Gerhard Theuerkauf: Dietrich von Fürstenberg. In: Helmut Lahrkamp unter anderem: Fürstenbergsche Geschichte. Bd. 3: Die Geschichte des Geschlechts von Fürstenberg im 17. Jahrhundert, Münster 1971, S. 28–39."
eng,"Full disclosure requires that full details of a security vulnerability are disclosed to the public, including details of the vulnerability and how to detect and exploit it. The theory behind full disclosure is that releasing vulnerability information immediately results in better security. Fixes are produced faster because vendors and authors are forced to respond in order to protect their system from potential attacks as well as to protect their own image. Security is improved because the window of exposure, the amount of time the vulnerability is open to attack, is reduced. The issue of full disclosure was first raised in a 19th-century controversy over the revelation of lock-system weaknesses to the public. According to A. C. Hobbs:"
por,"A filosofia e a cultura clássicas sobreviveram durante a Idade Média européia graças aos árabes e ao Califado de Bagdá. Bagdá, capital do estudo astronômico no século X, foi sede também de uma astrologia de cunho empírico, estritamente prática e previsiva, como convinha a esse povo que criou o comércio internacional. O maktub árabe passaria a fazer parte da astrologia mediterrânea."
eng,"The World Branding Forum is a global nonprofit organisation based in London, United Kingdom. The forum runs various programmes and organises conference, workshops and seminars. It operates a newsroom and publishes industry news on its website. It is also a media partner for various industry events. The forum's industry recognition programme is the World Branding Awards, which it organises annually."
pol,"W roku 1939 Chinczyn został członkiem korespondentem Sowieckiej Akademii Nauk. Odznaczony został wieloma sowieckimi nagrodami: Nagrodą Państwową, Orderem Lenina i innymi."
pol,"XXIII dynastia – dynastia władców starożytnego Egiptu, rezydujących w Tebach, Herakleopolis, Hermopolis, Leontopolis i Tanis. Dynastia panowała w latach 830-715 p.n.e."
por,"Os moldes de alumínio podem custar substancialmente menos, e quando projetados e usinados com equipamentos informatizados modernos, podem ser econômicos para moldar dezenas ou mesmo centenas de milhares de peças."
pol,"Karierę rozpoczął w 1997 w luksemburskim Schifflange 95. W 2004 trafił do FC Metz, a w 2006 podpisał pięcioletni kontrakt z tym klubem. Początkowo grał w zespole U-16, ale w 2007 został włączony do pierwszego zespołu tego klubu."
pol,W II Rzeczypospolitej do 1934 samodzielna gmina jednostkowa. Następnie należała do zbiorowej wiejskiej gminy Szkło w powiecie jaworowskim w woj. lwowskim. Po wojnie wieś weszła w struktury administracyjne Związku Radzieckiego.
eng,"David Javerbaum (class of 1989), writer and producer; head writer for The Daily Show, writer for The Onion, David Letterman and his own theatrical productions, first runner-up in 1988 Jeopardy! Teen Tournament."
fra,"La volonté affichée par les auteurs est de conjuguer lieu de vie, équipements publics, qualité de l’habitat. Des idées sociales très avancées sont mises en pratique et traduites par les architectes Jean Boquien, Jean Parois, Georges Ganuchaud et Jean Maëder. À l’époque, la Direction Départementale de l'Équipement (avec M. Le Maresquier en architecte-conseil) privilégie cependant l’image architecturale du projet, le faisant passer de 13 à 30 étages."
fra,Laurent Robert est un footballeur français né le 21 mai 1975 à Saint-Benoît à La Réunion. Il compte neuf sélections pour un but marqué en équipe de France et a remporté avec les Bleus la Coupe des confédérations 2001.
pol,"Niektórzy renesansowi uczeni podtrzymywali interpretację, że Bóg w sformułowaniu ’ehjeh ’ăšer ’ehjeh określił siebie jako Istniejący. Na przykład dla Nahmanidesa istnienie Boga jest absolutne. Jego istnienie i istota są tym samym. Obiadah Sfomo stwierdził, że Mojżesz nie tyle pytał Boga o jego imię, ale o cechę, którą mógł przedstawić Izraelitom. W odpowiedzi Bóg powiedział: „’Ehjeh ’ăšer ’ehjeh, co znaczy: Ten, którego istnienie jest stałe i niezmienne, a którego istotą jest Jego istnienie!”. Cechami Boga są prawość i sprawiedliwość, a nienawidzi nieprawości i brutalności. Ujawnił owe atrybuty w postępowaniu z narodem izraelskim oraz egipskim. Juda Halevi natomiast uważał, że Bóg określił siebie jako istniejący dla narodu izraelskiego."
pol,"Gwangyang Football Stadium – stadion piłkarski w Gwangyang, w Korei Południowej. Został otwarty w 1992 roku. Swoje mecze rozgrywa na nim drużyna Chunnam Dragons. Obiekt może pomieścić 14 284 widzów. Stadion był jedną z aren piłkarskich Mistrzostw Świata U-17 2007 oraz Pucharu Pokoju 2007."
nld,"Hij werkte ook mee aan boekenveilingverslagen voor het tijdschrift De Boekenwereld en deed daarnaast onderzoek naar de geschiedenis van het homoseksuele leven in Nederland, waarover hij enige artikelen schreef."
fra,"À la suite de ces tensions, le XV de France est boycotté par les équipes britanniques qui voient ces dérives d’un très mauvais œil, au point d’être exclu du Tournoi des Cinq Nations. La FFR trouve enfin un accord en 1932 avec les clubs entrés en dissidence, mais les conséquences de la crise sont profondes : ses effectifs diminuent très fortement et le nombre de clubs passe de 784 en 1930 à 663 en 1934 et 558 en 1939, de nombreux clubs arrêtent purement et simplement le rugby, alors que d'autres rejoignent le rugby à XIII, professionnel, lancé en 1934 en France."
nld,"In 2016 ging hij naast zijn werk voor PSV Bert van Marwijk assisteren als videoanalist bij het Saoedi-Arabisch voetbalelftal in een staf waarin ook Adrie Koster, Mark van Bommel, Pim Verbeek, Taco van de Velde en Roel Coumans onderdeel van uitmaakten. Op dinsdag 5 september 2017 plaatste Wim Rip zich met Saoedi-Arabisch voetbalelftal voor het WK 2018 in Rusland door een 1-0 overwinning op Japan in Jeddah. Het land wist verrassend tweede te eindigen in de WK 2018 kwalificatie poule, met onder andere het Japans voetbalelftal en het Australisch voetbalelftal. Kort hierna stuurde de Saudische voetbalbond echter aan een op vertrek van Van Marwijk. Een deel van zijn staf werd vervangen en de bond ging andere eisen stellen aan deinvulling van het bondscoachschap. Nadat de onderhandelingen stuk liepen, stelde Hierop stelde de bond op 14 september Edgardo Bauza aan als opvolger, waarmee ook de functie van Rip kwam te vervallen."
